Sample,COL1_1_508_519,COL1_2_978_990,COL1_2_978_990_16,COL1a2_484___499,COL1a2_502___519,COL1a2_292___309,COL1a2_793___816,COL1a2_454___483,COL1a1_586___618,COL1a1_586___618_16,COL1a2_757___789,COL1a2_757___789_16,ZooMS_taxon,Family,Order,Correlation
DC15108,1105.6,1453.7,1579.8,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.278371714
DC15109,1105.6,1182.6,,1427.7,1550.8,,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4,Equus,Equidae,Perissodactyla,0.294037609
DC15110,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.281659475
DC15111,1105.6,1453.7,1579.8,2115.1,2808.4,2853.4,2869.4,2999.4,3015.4,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.24092029
DC15112,,1453.7,,2147.1,2853.4,2999.4,,,,,,,Mustela,Mustelidae,Carnivora,0.156220047
DC15113,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.27704662
DC15114,1105.6,,1198.6,1453.7,1550.8,2145.1,2869.4,2885.4,2983.4,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.242987161
DC15115,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.302348588
DC15116,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.30116835
DC15118,1105.6,,,1453.7,1550.8,2145.1,2869.4,2885.4,2983.4,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.269860576
DC15119,1105.6,1182.6,1198.6,1453.7,1550.8,2145.1,2869.4,2885.4,,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.23990639
DC15120,1105.6,,1196.6,1427.7,1580.8,1648.8,2131.1,,2883.4,2899.4,3017.4,3033.4,Ovis,Bovidae,Artiodactyla,0.274301019
DC15121,1105.6,,,1453.7,1550.8,2145.1,2869.4,2885.4,2983.4,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.274773911
DC15122,1105.6,1182.6,,1427.7,,,2145.1,,2883.4,2899.4,2983.4,2999.4,Equus,Equidae,Perissodactyla,0.271622158
DC15123,1105.6,1182.6,,1427.7,1550.8,,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4,Equus,Equidae,Perissodactyla,0.3252595
DC15124,1105.6,,1196.6,1427.7,1550.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4,Cervus/Saiga/Gazelle,Cervidae/Bovidae,Artiodactyla,0.306570822
DC15125,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.334154019
DC15126,1105.6,1182.6,,1427.7,1550.8,,2145.1,2820.4,2883.4,2899.4,2983.4,2999.4,Equus,Equidae,Perissodactyla,0.290034492
DC15126,1105.6,1182.6,,,1550.8,2145.1,,,2983.4,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.20632999
DC15129,1105.6,,,1427.7,1550.8,1648.8,2131.1,,2883.4,2899.4,3017.4,3033.4,Cervus/Saiga/Gazelle,Cervidae/Bovidae,Artiodactyla,0.274243778
DC15130,1105.6,1453.7,1579.8,2115.1,,2853.4,2869.4,2999.4,3015.4,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.297515525
DC15131,1105.6,,1226.6,1453.7,1566.8,2131.1,2820.4,2853.4,2869.4,,2999.4,,Cuon,Canidae,Carnivora,0.240085188
DC15132,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.285754127
DC15133,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.289604985
DC15134,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.276378554
DC15135,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.300872928
DC15136,1105.6,,,1453.7,1566.8,2131.1,2820.4,2853.4,2869.4,2983.4,2999.4,,Cuon,Canidae,Carnivora,0.292086854
DC15137,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.30028073
DC15138,1105.6,,1196.6,1427.7,1580.8,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,3033.4,Ovis,Bovidae,Artiodactyla,0.308082334
DC15139,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.292862787
DC15140,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.322153857
DC15141,1105.6,,1196.6,1427.7,1580.8,1648.8,2131.1,,2883.4,2899.4,3017.4,3033.4,Ovis,Bovidae,Artiodactyla,0.315701515
DC15142,1105.6,1233.6,1453.7,1566.8,,2163.1,2853.4,2869.4,2957.4,,,,Ursus,Ursidae,Carnivora,0.274107057
DC15143,1105.6,,1196.6,1427.7,1550.8,1648.8,2131.1,,2883.4,2899.4,3017.4,3033.4,Cervus/Saiga/Gazelle,Cervidae/Bovidae,Artiodactyla,0.301826764
DC15144,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,,2883.4,2899.4,,3093.4,Capra,Bovidae,Artiodactyla,0.24531426
DC15145,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.274938068
DC15146,1105.6,1182.6,,1427.7,1550.8,,2145.1,,2883.4,2899.4,2983.4,2999.4,Equus,Equidae,Perissodactyla,0.306022507
DC15147,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.281407523
DC15148,1105.6,1192.6,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.248266227
DC15209,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,,,Bos/Bison,Bovidae,Artiodactyla,0.230549553
DC15210,1105.6,,1196.6,1427.7,1550.8,1648.8,2131.1,,2883.4,2899.4,3017.4,3033.4,Cervus/Saiga/Gazelle,Cervidae/Bovidae,Artiodactyla,0.283772692
DC15211,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.257642955
DC15212,1105.6,,,1453.7,,2145.1,2869.4,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.192886222
DC15213,1105.6,1233.6,1453.7,1566.8,,2163.1,2853.4,,,,,,Ursus,Ursidae,Carnivora,0.202366375
DC15214,1105.6,1453.7,1579.8,2115.1,,2853.4,,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.176844465
DC15215,1105.6,1453.7,,2115.1,,2853.4,2869.4,,3015.4,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.213294399
DC15216,1105.6,1182.6,,1427.7,1550.8,,2145.1,,2883.4,2899.4,,2999.4,Equus,Equidae,Perissodactyla,0.232677086
DC15217,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,2869.4,,,Bos/Bison,Bovidae,Artiodactyla,0.214647408
DC15218,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.284878289
DC15219,1105.6,1453.7,,2115.1,,2853.4,,2999.4,3015.4,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.210334805
DC15220,1105.6,,,1453.7,,2145.1,2869.4,,,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.224565874
DC15221,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.229803557
DC15222,1105.6,,,1427.7,1580.8,1648.8,2131.1,,2883.4,,,3093.4,Capra/Rangifer,Bovidae/Cervidae,Artiodactyla,0.227085883
DC15223,1105.6,1453.7,,2115.1,,2853.4,,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.217227212
DC15224,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,2869.4,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.232670298
DC15225,1105.6,1192.6,1208.6,1427.7,,1648.8,2131.1,,2853.4,2869.4,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.222150114
DC15226,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.237538399
DC15227,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.237721454
DC15228,1105.6,,1453.7,1566.8,,2163.1,2853.4,,,,,,Ursus,Ursidae,Carnivora,0.166672122
DC15229,1105.6,,,1427.7,,,,,2853.4,,,,Bos/Bison,Bovidae,Artiodactyla,0.08152631
DC15230,1105.6,,1208.6,1427.7,,,2131.1,,2853.4,,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.249529699
DC15231,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.257329066
DC15232,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,,,,Bos/Bison,Bovidae,Artiodactyla,0.17628516
DC15233,1105.6,,1208.6,1427.7,,1648.8,2131.1,,2853.4,,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.23048157
DC15234,1105.6,,1208.6,1427.7,1580.8,1648.8,,,2853.4,,,,Bos/Bison,Bovidae,Artiodactyla,0.179242838
DC15235,1105.6,,,1427.7,,1648.8,2131.1,,2883.4,,,3093.4,Rangifer/Capra,Cervidae/Bovidae,Artiodactyla,0.256632818
DC15236,1105.6,1182.6,,1427.7,1550.8,,2145.1,,2883.4,,,2999.4,Equus,Equidae,Perissodactyla,0.212475374
DC15237,1105.6,1192.6,1208.6,1427.7,,1648.8,2131.1,,2853.4,,,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.227791858
DC15238,1105.6,,,1427.7,,1648.8,2131.1,2792.4,2883.4,2899.4,3017.4,,Cervus/Saiga/Gazelle,Cervidae,Artiodactyla,0.220162469
DC15239,1105.6,,,1427.7,1550.8,1648.8,2131.1,2792.4,,,,3033.4,Cervus/Saiga/Gazelle,Cervidae/Bovidae,Artiodactyla,0.179160717
DC15240,1105.6,,1427.7,1550.8,,,,,,,,,Equus,Equidae,Perissodactyla,0.114959308
DC15242,1105.6,1233.6,1453.7,1566.8,,,2853.4,2869.4,,,,,Ursus,Ursidae,Carnivora,0.151538699
DC15243,1105.6,,1208.6,,1580.8,,,,,,,,Bubalus/Bos/Bison/Ovibos,Bovidae,Artiodactyla,0.104701045
DC15244,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,3017.4,3033.4,Bos/Bison,Bovidae,Artiodactyla,0.309156058
DC15245,1105.6,,1208.6,1427.7,1580.8,,,,,,,,Bos/Bison,Bovidae,Artiodactyla,0.121305807
DC15246,1105.6,,,1453.7,1550.8,,,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.129501921
DC15247,1105.6,,,1427.7,1550.8,1648.8,,,,,3017.4,,Cervus/Saiga/Gazelle,Bovidae/Cervidae,Artiodactyla,0.146489954
DC15248,1105.6,1453.7,1579.8,,,2853.4,,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.116274276
DC15249,1105.6,,1208.6,1427.7,1580.8,1648.8,,,2853.4,,3017.4,,Bos/Bison,Bovidae,Artiodactyla,0.182108579
DC15250,1105.6,,1208.6,1427.7,,1648.8,,,2853.4,2869.4,3017.4,,Bos/Bison,Bovidae,Artiodactyla,0.169597339
DC15251,1177.6,,1453.7,,,,,,,,,,Murid,Muridae,Rodentia,0.099374856
DC15252,1105.6,,1208.6,1427.7,,,,,2853.4,,3017.4,,Bos/Bison,Bovidae,Artiodactyla,0.11235188
DC15253,1105.6,1182.6,,1427.7,1550.8,,,,2883.4,2899.4,,,Equus,Equidae,Perissodactyla,0.163021817
DC15254,1105.6,,,,1550.8,,,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.091343388
DC15255,1105.6,1233.6,1453.7,1566.8,,,2853.4,,,,,,Ursus,Ursidae,Carnivora,0.183710536
DC15256,1105.6,1453.7,1579.8,,,,,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.107653668
DC15257,1105.6,,1208.6,1427.7,1580.8,1648.8,,,2853.4,,,,Bos/Bison,Bovidae,Artiodactyla,0.205701451
DC15258,1105.6,,1208.6,1427.7,1580.8,1648.8,,,2853.4,2869.4,3017.4,,Bos/Bison,Bovidae,Artiodactyla,0.212834683
DC15259,1105.6,,1208.6,1427.7,1580.8,,,,2853.4,2869.4,,,Bos/Bison,Bovidae,Artiodactyla,0.168891027
DC15260,1105.6,1182.6,,1453.7,1550.8,2145.1,2869.4,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.230507271
DC15261,1105.6,,,1453.7,1550.8,,2869.4,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.11605319
DC15262,1105.6,1182.6,,1427.7,1550.8,,,,,,,,Equus,Equidae,Perissodactyla,0.108491211
DC15263,1105.6,,,,1550.8,,,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.099804152
DC15264,1105.6,1182.6,,1427.7,1550.8,,2145.1,2820.4,2883.4,2899.4,,,Equus,Equidae,Perissodactyla,0.283274191
DC15265,1105.6,1233.6,1453.7,1566.8,,,2853.4,,,,,,Ursus,Ursidae,Carnivora,0.166599245
DC15266,1105.6,1233.6,1453.7,1566.8,,,2853.4,,,,,,Ursus,Ursidae,Carnivora,0.185499431
DC15267,1105.6,1453.7,1579.8,2115.1,2808.4,2853.4,,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.193349951
DC15268,1105.6,,1208.6,1427.7,1580.8,1648.8,,,2853.4,,,,Bos/Bison,Bovidae,Artiodactyla,0.165948633
DC15269,1105.6,,1196.6,,1580.8,1648.8,,,,,,,Cervus/Saiga/Gazelle/Pantholops/Ovis/Capra,Cervidae/Bovidae,Artiodactyla,0.11535318
DC15270,1105.6,,,,1580.8,,1648.8,,,,,,Bubalus/Bos/Bison/Ovis/Ovibos/Rangifer,Bovidae/Cervidae,Artiodactyla,0.131597926
DC15271,1105.6,,,1453.7,1550.8,2145.1,2869.4,2885.4,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.243542716
DC15272,1105.6,,1196.6,,1580.8,1648.8,,,,,,,Capra/Ovis/Cervus/Saiga/Gazelle/Pantholops,Bovidae/Cervidae,Artiodactyla,0.112905011
DC15273,1105.6,,1196.6,1427.7,1580.8,1648.8,,,,,3017.4,,Pantholops/Ovis,Bovidae,Artiodactyla,0.157357175
DC15274,1105.6,,,1427.7,1550.8,,2131.1,2792.4,2883.4,2899.4,,3033.4,Cervus/Saiga/Gazelle,Cervidae,Artiodactyla,0.243571764
DC15276,1105.6,,,1427.7,1550.8,1648.8,2131.1,,2883.4,2899.4,,3033.4,Cervus/Saiga/Gazelle,Cervidae,Artiodactyla,0.240212458
DC15277,1105.6,,1208.6,,1580.8,,1648.8,,,,,,Bubalus/Ovibos/Bos/Bison,Bovidae,Artiodactyla,0.122350826
DC15278,1105.6,1453.7,1579.8,,,2853.4,,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.112353341
DC15279,1105.6,,1208.6,1427.7,1580.8,,,,2853.4,,3017.4,,Bos/Bison,Bovidae,Artiodactyla,0.167907054
DC15280,1105.6,,1208.6,,1580.8,,,,,,,,Bos/Bison,Bovidae,Artiodactyla,0.078136356
DC15281,1105.6,,,1453.7,1550.8,,2869.4,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.166101427
DC15282,1105.6,,,1427.7,1580.8,1648.8,,,,,,,Ovis,Bovidae,Artiodactyla,0.146024958
DC15283,1105.6,,1427.7,1550.8,,,,,,,,,Equus,Equidae,Perissodactyla,0.134694866
DC15284,1105.6,,,1427.7,1580.8,1648.8,,,,,3017.4,,Pantholops/Ovis/Ovibos/Bos/Bison,Bovidae,Artiodactyla,0.140800003
DC15285,1105.6,,,1453.8,1566.8,2106,,,,,,,Mammoth/Elephas,Elephantidae, Proboscidea,0.11808477
DC15286,1105.6,,1427.7,1550.8,,,,,,,,,Equus,Equidae,Perissodactyla,0.130593583
DC15287,1105.6,,,1453.7,1550.8,2145.1,2869.4,,,2999.4,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.296777105
DC15288,1105.6,1453.7,1579.8,2115.1,2808.4,2853.4,2869.4,,,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.226058805
DC15290,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,,,,Bos/Bison,Bovidae,Artiodactyla,0.175495413
DC15291,1105.6,1182.6,,1427.7,1550.8,,2145.1,,2883.4,2899.4,,,Equus,Equidae,Perissodactyla,0.215818621
DC15292,1105.6,,1196.6,1427.7,1580.8,1648.8,2131.1,,2883.4,,,,Ovis/Capra/Cervus/Saiga/Gazelle,Bovidae/Cervidae,Artiodactyla,0.208301171
DC15891,1105.6,,,1477.7,,,2115.1,,2869.4,,,,Homo,Hominidae,Primates,0.193109585
DC15942,1105.6,,,1453.7,1550.8,,2869.4,,,,,,Rhinoceros,Rhinocerotidae,Perissodactyla,0.122904202
DC15943,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,2792.4,2853.4,2869.4,,,Bos/Bison,Bovidae,Artiodactyla,0.227454703
DC15944,1105.6,,,1427.7,1550.8,1648.8,2131.1,,2883.4,2899.4,,,Cervus/Saiga/Gazelle,Cervidae/Bovidae,Artiodactyla,0.211113328
DC15945,1105.6,,1208.6,1427.7,1580.8,1648.8,2131.1,,2853.4,,3017.4,,Bos/Bison,Bovidae,Artiodactyla,0.199090419
DC15946,1105.6,,1453.7,1566.8,,2853.4,2869.4,,,,,,Ursus,Ursidae,Carnivora,0.178117931
DC15947,1105.6,1182.6,,1427.7,1550.8,,2145.1,,2883.4,,,,Equus,Equidae,Perissodactyla,0.182969931
DC15948,1105.6,1182.6,,1427.7,1550.8,,2145.1,,,,,,Equus,Equidae,Perissodactyla,0.144122248
DC15949,1105.6,1182.6,,1427.7,1550.8,,,,2883.4,,,,Equus,Equidae,Perissodactyla,0.16166928
DC15950,1105.6,,1453.7,1566.8,,2163.1,2853.4,2869.4,2957.4,,,,Ursus,Ursidae,Carnivora,0.218374349
DC15951,1105.6,1180.6,1196.6,1427.7,1580.8,1648.8,2131.1,,,,,,Cervus/Saiga/Gazelle/Ovis/Capra/Pantholops,Cervidae/Bovidae,Artiodactyla,0.138431576
DC15952,1105.6,,,1453.7,,2131.1,,2853.4,,,2999.4,,Cuon/Canis/Vulpes,Canidae,Carnivora,0.189098285
DC15953,1105.6,1453.7,1579.8,2115.1,2808.4,2853.4,,2999.4,3015.4,,,,Mammoth/Elephas,Elephantidae,Proboscidea,0.187998609
